Sample_Name,NODE_ID,family.supergroup,Country,Site,Collection_MY,Collection_Y,Season,Mosq_Species_Name,Mapped_Reads,Total_Reads_in_Lib,Non_rRNA_Reads,RPM,Virus_name_fin_cut,Virus_name_final
HVT7HBGXH_Guyane-Macouria-Nov-2020-Dry-Coquillettidia-venezuelensis-3_S16,NODE_1620_length_2229_cov_5.583024,Metaviridae,Guyane,Macouria,Nov-20,2020,Dry,Coquillettidia venezuelensis,812,5817416,4252466,190.95,Macouria meta-like virus 9 ,Macouria meta-like virus 9  isolate GUY1956
HVT7HBGXH_Guyane-Macouria-Nov-2020-Dry-Coquillettidia-venezuelensis-4_S17,NODE_5621_length_1207_cov_7.586420,Metaviridae,Guyane,Macouria,Nov-20,2020,Dry,Coquillettidia venezuelensis,204,6777570,6434682,31.7,Macouria meta-like virus 9 ,Macouria meta-like virus 9  isolate GUY1970
HVT7HBGXH_Guyane-Macouria-Nov-2020-Dry-Coquillettidia-venezuelensis-5_S18,NODE_3297_length_1647_cov_9.558450,Metaviridae,Guyane,Macouria,Nov-20,2020,Dry,Coquillettidia venezuelensis,924,6828585,6514778,141.83,Macouria meta-like virus 9 ,Macouria meta-like virus 9  isolate GUY1984
H577TAFX2Guyane-HamPrefont-July-2019-Coquillettidia-venezuelensis-1_S13,NODE_38_length_3425_cov_2549.432279,Orthototiviridae,Guyane,Macouria,Jul-19,2019,Rainy,Coquillettidia venezuelensis,293715,5347529,4921687,59677.7,Macouria orthototi-like virus 2 ,Macouria orthototi-like virus 2  isolate GUY179
HVT7HBGXH_Guyane-Macouria-Jan-2020-Rainy-Coquillettidia-venezuelensis-3_S2,NODE_7_length_6207_cov_182.926801,Orthototiviridae,Guyane,Macouria,Jan-20,2020,Rainy,Coquillettidia venezuelensis,17804,3556212,2554123,6970.69,Macouria orthototi-like virus 2 ,Macouria orthototi-like virus 2  isolate GUY1830
HVT7HBGXH_Guyane-Macouria-Nov-2020-Dry-Coquillettidia-venezuelensis-1_S14,NODE_879_length_3412_cov_231.433064,Orthototiviridae,Guyane,Macouria,Nov-20,2020,Dry,Coquillettidia venezuelensis,11881,7721289,7380151,1609.86,Macouria orthototi-like virus 2 ,Macouria orthototi-like virus 2  isolate GUY1933
H577TAFX2Guyane-HamPrefont-July-2019-Coquillettidia-venezuelensis-1_S13,NODE_118_length_2443_cov_1402.719409,Tombusviridae,Guyane,Macouria,Jul-19,2019,Rainy,Coquillettidia venezuelensis,52722,5347529,4921687,10712.18,Macouria tombus-like virus 1 ,Macouria tombus-like virus 1  isolate GUY182
H577TAFX2Guyane-Macouria-Sep-2019-Coquillettidia-venezuelensis-1_S1,NODE_73_length_2439_cov_14796.720203,Tombusviridae,Guyane,Macouria,Sep-19,2019,Dry,Coquillettidia venezuelensis,539491,5278440,4598767,117312.1,Macouria tombus-like virus 1 ,Macouria tombus-like virus 1  isolate GUY270
H577TAFX2Guyane-Macouria-Sep-2019-Coquillettidia-venezuelensis-3_S3,NODE_240_length_2458_cov_6888.896017,Tombusviridae,Guyane,Macouria,Sep-19,2019,Dry,Coquillettidia venezuelensis,252391,6382355,4385952,57545.32,Macouria tombus-like virus 1 ,Macouria tombus-like virus 1  isolate GUY292
HNVY2AFX2_Guyane-Macouria-Jan-2020-Rainy-Coquillettidia-venezuelensis-1_S24,NODE_501_length_2458_cov_1433.564361,Tombusviridae,Guyane,Macouria,Jan-20,2020,Rainy,Coquillettidia venezuelensis,61705,6549761,5802708,10633.83,Macouria tombus-like virus 1 ,Macouria tombus-like virus 1  isolate GUY1012
HVT7HBGXH_Guyane-Macouria-Mar-2021-Rainy-Coquillettidia-venezuelensis-3_S24,NODE_1894_length_2439_cov_1352.966188,Tombusviridae,Guyane,Macouria,Mar-21,2021,Rainy,Coquillettidia venezuelensis,48105,6043150,5791022,8306.82,Macouria tombus-like virus 1 ,Macouria tombus-like virus 1  isolate GUY1893
HVT7HBGXH_Guyane-Macouria-Mar-2021-Rainy-Coquillettidia-venezuelensis-4_S25,NODE_1724_length_2433_cov_1091.000847,Tombusviridae,Guyane,Macouria,Mar-21,2021,Rainy,Coquillettidia venezuelensis,40115,6055727,5676077,7067.38,Macouria tombus-like virus 1 ,Macouria tombus-like virus 1  isolate GUY1906
HVT7HBGXH_Guyane-Macouria-Nov-2020-Dry-Coquillettidia-venezuelensis-1_S14,NODE_8182_length_1146_cov_1.850885,Tombusviridae,Guyane,Macouria,Nov-20,2020,Dry,Coquillettidia venezuelensis,29,7721289,7380151,3.93,Macouria tombus-like virus 1 ,Macouria tombus-like virus 1  isolate GUY1934
HVT7HBGXH_Guyane-Macouria-Nov-2020-Dry-Coquillettidia-venezuelensis-4_S17,NODE_1306_length_2432_cov_4562.403561,Tombusviridae,Guyane,Macouria,Nov-20,2020,Dry,Coquillettidia venezuelensis,164010,6777570,6434682,25488.44,Macouria tombus-like virus 1 ,Macouria tombus-like virus 1  isolate GUY1973
HVT7HBGXH_Guyane-Macouria-Nov-2020-Dry-Coquillettidia-venezuelensis-5_S18,NODE_1380_length_2437_cov_6784.340948,Tombusviridae,Guyane,Macouria,Nov-20,2020,Dry,Coquillettidia venezuelensis,243710,6828585,6514778,37408.8,Macouria tombus-like virus 1 ,Macouria tombus-like virus 1  isolate GUY1985
HVT7HBGXH_Guyane-Macouria-Mar-2021-Rainy-Coquillettidia-venezuelensis-3_S24,NODE_2270_length_2246_cov_3087.282559,Tombusviridae,Guyane,Macouria,Mar-21,2021,Rainy,Coquillettidia venezuelensis,107159,6043150,5791022,18504.33,Macouria tombus-like virus 2 ,Macouria tombus-like virus 2  isolate GUY1894
HVT7HBGXH_Guyane-Macouria-Mar-2021-Rainy-Coquillettidia-venezuelensis-4_S25,NODE_2227_length_2183_cov_3774.719905,Tombusviridae,Guyane,Macouria,Mar-21,2021,Rainy,Coquillettidia venezuelensis,129671,6055727,5676077,22845.18,Macouria tombus-like virus 2 ,Macouria tombus-like virus 2  isolate GUY1907
HVT7HBGXH_Guyane-Macouria-Nov-2020-Dry-Coquillettidia-venezuelensis-5_S18,NODE_1697_length_2238_cov_2528.026328,Tombusviridae,Guyane,Macouria,Nov-20,2020,Dry,Coquillettidia venezuelensis,89613,6828585,6514778,13755.34,Macouria tombus-like virus 2 ,Macouria tombus-like virus 2  isolate GUY1986
H577TAFX2Guyane-HamPrefont-July-2019-Coquillettidia-venezuelensis-1_S13,NODE_3_length_9081_cov_223.348801,Virgaviridae,Guyane,Macouria,Jul-19,2019,Rainy,Coquillettidia venezuelensis,30962,5347529,4921687,6290.93,Macouria virga-like virus 1 ,Macouria virga-like virus 1  isolate GUY183
HG3VVBGXF_Guyane-Macouria-Dry-Coquillettidia-venezuelensis-2_S23,NODE_1_length_9052_cov_65.533578,Virgaviridae,Guyane,Macouria,Sep-19,2019,Dry,Coquillettidia venezuelensis,9580,4764587,1397207,6856.54,Macouria virga-like virus 1 ,Macouria virga-like virus 1  isolate GUY546
HVT7HBGXH_Guyane-Macouria-Nov-2020-Dry-Coquillettidia-venezuelensis-3_S16,NODE_10_length_9109_cov_125.340084,Virgaviridae,Guyane,Macouria,Nov-20,2020,Dry,Coquillettidia venezuelensis,16866,5817416,4252466,3966.17,Macouria virga-like virus 1 ,Macouria virga-like virus 1  isolate GUY1957
H577TAFX2Guyane-HamPrefont-July-2019-Coquillettidia-venezuelensis-1_S13,NODE_4_length_8973_cov_190.424607,Virgaviridae,Guyane,Macouria,Jul-19,2019,Rainy,Coquillettidia venezuelensis,26116,5347529,4921687,5306.31,Mosquito hepe-like virus HLJ1 ,Mosquito hepe-like virus HLJ1  isolate GUY185
H577TAFX2Guyane-Macouria-Sep-2019-Coquillettidia-venezuelensis-3_S3,NODE_1_length_8993_cov_66.783072,Virgaviridae,Guyane,Macouria,Sep-19,2019,Dry,Coquillettidia venezuelensis,9378,6382355,4385952,2138.19,Mosquito hepe-like virus HLJ1 ,Mosquito hepe-like virus HLJ1  isolate GUY293
HG3VVBGXF_Guyane-Macouria-Dry-Coquillettidia-venezuelensis-1_S22,NODE_1_length_8991_cov_784.228414,Virgaviridae,Guyane,Macouria,Sep-19,2019,Dry,Coquillettidia venezuelensis,110674,3878834,3206519,34515.31,Mosquito hepe-like virus HLJ1 ,Mosquito hepe-like virus HLJ1  isolate GUY536
HNVY2AFX2_Guyane-Macouria-Jan-2020-Rainy-Coquillettidia-venezuelensis-1_S24,NODE_1_length_8979_cov_114.385695,Virgaviridae,Guyane,Macouria,Jan-20,2020,Rainy,Coquillettidia venezuelensis,16952,6549761,5802708,2921.39,Mosquito hepe-like virus HLJ1 ,Mosquito hepe-like virus HLJ1  isolate GUY1013
HVT7HBGXH_Guyane-Macouria-Mar-2021-Rainy-Coquillettidia-venezuelensis-2_S23,NODE_6_length_9009_cov_76.144024,Virgaviridae,Guyane,Macouria,Mar-21,2021,Rainy,Coquillettidia venezuelensis,10113,5895396,4058735,2491.66,Mosquito hepe-like virus HLJ1 ,Mosquito hepe-like virus HLJ1  isolate GUY1880
HVT7HBGXH_Guyane-Macouria-Mar-2021-Rainy-Coquillettidia-venezuelensis-4_S25,NODE_14_length_8980_cov_97.899742,Virgaviridae,Guyane,Macouria,Mar-21,2021,Rainy,Coquillettidia venezuelensis,13358,6055727,5676077,2353.39,Mosquito hepe-like virus HLJ1 ,Mosquito hepe-like virus HLJ1  isolate GUY1908
HVT7HBGXH_Guyane-Macouria-Mar-2021-Rainy-Coquillettidia-venezuelensis-5_S26,NODE_8_length_8960_cov_67.498931,Virgaviridae,Guyane,Macouria,Mar-21,2021,Rainy,Coquillettidia venezuelensis,8933,5415969,3794622,2354.12,Mosquito hepe-like virus HLJ1 ,Mosquito hepe-like virus HLJ1  isolate GUY1918
HG3VVBGXF_Guyane-Roura-Rainy-Coquillettidia-venezuelensis-1_S17,NODE_1373_length_1584_cov_1.910655,Aliusviridae,Guyane,Roura,Mar-19,2019,Rainy,Coquillettidia venezuelensis,174,3474788,2821303,61.67,Roura alius-like virus 1 ,Roura alius-like virus 1  isolate GUY583
HG3VVBGXF_Guyane-Roura-Rainy-Coquillettidia-venezuelensis-2_S18,NODE_1131_length_1340_cov_1.545383,Aliusviridae,Guyane,Roura,Mar-19,2019,Rainy,Coquillettidia venezuelensis,125,3954476,2282452,54.77,Roura alius-like virus 1 ,Roura alius-like virus 1  isolate GUY594
HVT7HBGXH_Guyane-Roura-Mar-2021-Rainy-Coquillettidia-venezuelensis-1_S27,NODE_4078_length_1347_cov_2.114600,Aliusviridae,Guyane,Roura,Mar-21,2021,Rainy,Coquillettidia venezuelensis,96,9147233,5405257,17.76,Roura alius-like virus 1 ,Roura alius-like virus 1  isolate GUY2117
HVT7HBGXH_Guyane-Roura-Mar-2021-Rainy-Coquillettidia-venezuelensis-3_S29,NODE_7790_length_1050_cov_1.842375,Aliusviridae,Guyane,Roura,Mar-21,2021,Rainy,Coquillettidia venezuelensis,62,5754063,5511613,11.25,Roura alius-like virus 1 ,Roura alius-like virus 1  isolate GUY2127
HVT7HBGXH_Guyane-Roura-Mar-2021-Rainy-Coquillettidia-venezuelensis-4_S30,NODE_538_length_4166_cov_4.789152,Aliusviridae,Guyane,Roura,Mar-21,2021,Rainy,Coquillettidia venezuelensis,595,8455960,6645611,89.53,Roura alius-like virus 1 ,Roura alius-like virus 1  isolate GUY2138
HVT7HBGXH_Guyane-Roura-Mar-2021-Rainy-Coquillettidia-venezuelensis-5_S31,NODE_1094_length_2386_cov_3.419801,Aliusviridae,Guyane,Roura,Mar-21,2021,Rainy,Coquillettidia venezuelensis,260,6432865,4616589,56.32,Roura alius-like virus 1 ,Roura alius-like virus 1  isolate GUY2150
HG3VVBGXF_Guyane-Roura-Rainy-Coquillettidia-venezuelensis-2_S18,NODE_159_length_2572_cov_1.837135,Metaviridae,Guyane,Roura,Mar-19,2019,Rainy,Coquillettidia venezuelensis,134,3954476,2282452,58.71,Roura meta-like virus 10 ,Roura meta-like virus 10  isolate GUY595
HVT7HBGXH_Guyane-Roura-Mar-2021-Rainy-Coquillettidia-venezuelensis-3_S29,NODE_256_length_4605_cov_5.535525,Metaviridae,Guyane,Roura,Mar-21,2021,Rainy,Coquillettidia venezuelensis,618,5754063,5511613,112.13,Roura meta-like virus 10 ,Roura meta-like virus 10  isolate GUY2128
HVT7HBGXH_Guyane-Roura-Mar-2021-Rainy-Coquillettidia-venezuelensis-5_S31,NODE_2214_length_1790_cov_4.636575,Metaviridae,Guyane,Roura,Mar-21,2021,Rainy,Coquillettidia venezuelensis,202,6432865,4616589,43.76,Roura meta-like virus 10 ,Roura meta-like virus 10  isolate GUY2151
HG3VVBGXF_Guyane-Roura-Rainy-Coquillettidia-venezuelensis-1_S17,NODE_718_length_2030_cov_3.627491,Metaviridae,Guyane,Roura,Mar-19,2019,Rainy,Coquillettidia venezuelensis,636,3474788,2821303,225.42,Roura meta-like virus 2 ,Roura meta-like virus 2  isolate GUY585
HG3VVBGXF_Guyane-Roura-Rainy-Coquillettidia-venezuelensis-2_S18,NODE_1244_length_1290_cov_1.959737,Metaviridae,Guyane,Roura,Mar-19,2019,Rainy,Coquillettidia venezuelensis,326,3954476,2282452,142.83,Roura meta-like virus 2 ,Roura meta-like virus 2  isolate GUY596
HVT7HBGXH_Guyane-Roura-Mar-2021-Rainy-Coquillettidia-venezuelensis-1_S27,NODE_1494_length_2122_cov_10.406540,Metaviridae,Guyane,Roura,Mar-21,2021,Rainy,Coquillettidia venezuelensis,591,9147233,5405257,109.34,Roura meta-like virus 2 ,Roura meta-like virus 2  isolate GUY2120
HVT7HBGXH_Guyane-Roura-Mar-2021-Rainy-Coquillettidia-venezuelensis-3_S29,NODE_2075_length_2228_cov_12.441299,Metaviridae,Guyane,Roura,Mar-21,2021,Rainy,Coquillettidia venezuelensis,554,5754063,5511613,100.52,Roura meta-like virus 2 ,Roura meta-like virus 2  isolate GUY2132
HVT7HBGXH_Guyane-Roura-Mar-2021-Rainy-Coquillettidia-venezuelensis-4_S30,NODE_3972_length_1775_cov_12.341951,Metaviridae,Guyane,Roura,Mar-21,2021,Rainy,Coquillettidia venezuelensis,489,8455960,6645611,73.58,Roura meta-like virus 2 ,Roura meta-like virus 2  isolate GUY2144
HVT7HBGXH_Guyane-Roura-Mar-2021-Rainy-Coquillettidia-venezuelensis-5_S31,NODE_2316_length_1758_cov_13.707418,Metaviridae,Guyane,Roura,Mar-21,2021,Rainy,Coquillettidia venezuelensis,1093,6432865,4616589,236.75,Roura meta-like virus 2 ,Roura meta-like virus 2  isolate GUY2153
HG3VVBGXF_Guyane-Roura-Rainy-Coquillettidia-venezuelensis-1_S17,NODE_1798_length_1426_cov_2.333333,Metaviridae,Guyane,Roura,Mar-19,2019,Rainy,Coquillettidia venezuelensis,95,3474788,2821303,33.67,Roura meta-like virus 5 ,Roura meta-like virus 5  isolate GUY588
HG3VVBGXF_Guyane-Roura-Rainy-Coquillettidia-venezuelensis-2_S18,NODE_1511_length_1197_cov_1.144128,Metaviridae,Guyane,Roura,Mar-19,2019,Rainy,Coquillettidia venezuelensis,43,3954476,2282452,18.84,Roura meta-like virus 5 ,Roura meta-like virus 5  isolate GUY597
HVT7HBGXH_Guyane-Roura-Mar-2021-Rainy-Coquillettidia-venezuelensis-1_S27,NODE_2223_length_1804_cov_2.487579,Metaviridae,Guyane,Roura,Mar-21,2021,Rainy,Coquillettidia venezuelensis,123,9147233,5405257,22.76,Roura meta-like virus 5 ,Roura meta-like virus 5  isolate GUY2123
HVT7HBGXH_Guyane-Roura-Mar-2021-Rainy-Coquillettidia-venezuelensis-3_S29,NODE_4296_length_1543_cov_1.923129,Metaviridae,Guyane,Roura,Mar-21,2021,Rainy,Coquillettidia venezuelensis,106,5754063,5511613,19.23,Roura meta-like virus 5 ,Roura meta-like virus 5  isolate GUY2133
HVT7HBGXH_Guyane-Roura-Mar-2021-Rainy-Coquillettidia-venezuelensis-4_S30,NODE_6246_length_1337_cov_4.306171,Metaviridae,Guyane,Roura,Mar-21,2021,Rainy,Coquillettidia venezuelensis,127,8455960,6645611,19.11,Roura meta-like virus 5 ,Roura meta-like virus 5  isolate GUY2145
HVT7HBGXH_Guyane-Roura-Mar-2021-Rainy-Coquillettidia-venezuelensis-5_S31,NODE_126_length_4387_cov_4.141864,Metaviridae,Guyane,Roura,Mar-21,2021,Rainy,Coquillettidia venezuelensis,506,6432865,4616589,109.6,Roura meta-like virus 5 ,Roura meta-like virus 5  isolate GUY2154
HG3VVBGXF_Guyane-Roura-Rainy-Coquillettidia-venezuelensis-1_S17,NODE_313_length_2737_cov_2.005631,Metaviridae,Guyane,Roura,Mar-19,2019,Rainy,Coquillettidia venezuelensis,258,3474788,2821303,91.45,Roura meta-like virus 6 ,Roura meta-like virus 6  isolate GUY589
HG3VVBGXF_Guyane-Roura-Rainy-Coquillettidia-venezuelensis-2_S18,NODE_128_length_2728_cov_2.334087,Metaviridae,Guyane,Roura,Mar-19,2019,Rainy,Coquillettidia venezuelensis,159,3954476,2282452,69.66,Roura meta-like virus 6 ,Roura meta-like virus 6  isolate GUY598
HVT7HBGXH_Guyane-Roura-Mar-2021-Rainy-Coquillettidia-venezuelensis-1_S27,NODE_61_length_5451_cov_3.797880,Metaviridae,Guyane,Roura,Mar-21,2021,Rainy,Coquillettidia venezuelensis,506,9147233,5405257,93.61,Roura meta-like virus 6 ,Roura meta-like virus 6  isolate GUY2124
HVT7HBGXH_Guyane-Roura-Mar-2021-Rainy-Coquillettidia-venezuelensis-3_S29,NODE_49_length_6799_cov_4.451680,Metaviridae,Guyane,Roura,Mar-21,2021,Rainy,Coquillettidia venezuelensis,765,5754063,5511613,138.8,Roura meta-like virus 6 ,Roura meta-like virus 6  isolate GUY2134
HVT7HBGXH_Guyane-Roura-Mar-2021-Rainy-Coquillettidia-venezuelensis-4_S30,NODE_3357_length_1939_cov_3.011254,Metaviridae,Guyane,Roura,Mar-21,2021,Rainy,Coquillettidia venezuelensis,300,8455960,6645611,45.14,Roura meta-like virus 6 ,Roura meta-like virus 6  isolate GUY2146
HVT7HBGXH_Guyane-Roura-Mar-2021-Rainy-Coquillettidia-venezuelensis-5_S31,NODE_11_length_7936_cov_5.203612,Metaviridae,Guyane,Roura,Mar-21,2021,Rainy,Coquillettidia venezuelensis,1158,6432865,4616589,250.83,Roura meta-like virus 6 ,Roura meta-like virus 6  isolate GUY2155
HG3VVBGXF_Guyane-Roura-Rainy-Coquillettidia-venezuelensis-1_S17,NODE_3447_length_1065_cov_2.198589,Metaviridae,Guyane,Roura,Mar-19,2019,Rainy,Coquillettidia venezuelensis,49,3474788,2821303,17.37,Roura meta-like virus 7 ,Roura meta-like virus 7  isolate GUY590
HVT7HBGXH_Guyane-Roura-Mar-2021-Rainy-Coquillettidia-venezuelensis-1_S27,NODE_5765_length_1106_cov_3.519845,Metaviridae,Guyane,Roura,Mar-21,2021,Rainy,Coquillettidia venezuelensis,72,9147233,5405257,13.32,Roura meta-like virus 7 ,Roura meta-like virus 7  isolate GUY2125
HVT7HBGXH_Guyane-Roura-Mar-2021-Rainy-Coquillettidia-venezuelensis-3_S29,NODE_7586_length_1072_cov_1.226226,Metaviridae,Guyane,Roura,Mar-21,2021,Rainy,Coquillettidia venezuelensis,24,5754063,5511613,4.35,Roura meta-like virus 7 ,Roura meta-like virus 7  isolate GUY2135
HVT7HBGXH_Guyane-Roura-Mar-2021-Rainy-Coquillettidia-venezuelensis-4_S30,NODE_4593_length_1628_cov_4.028939,Metaviridae,Guyane,Roura,Mar-21,2021,Rainy,Coquillettidia venezuelensis,108,8455960,6645611,16.25,Roura meta-like virus 7 ,Roura meta-like virus 7  isolate GUY2147
HG3VVBGXF_Guyane-Roura-Rainy-Coquillettidia-venezuelensis-1_S17,NODE_47_length_4375_cov_2.403533,Metaviridae,Guyane,Roura,Mar-19,2019,Rainy,Coquillettidia venezuelensis,220,3474788,2821303,77.98,Roura meta-like virus 8 ,Roura meta-like virus 8  isolate GUY591
HVT7HBGXH_Guyane-Roura-Mar-2021-Rainy-Coquillettidia-venezuelensis-1_S27,NODE_117_length_4584_cov_6.593882,Metaviridae,Guyane,Roura,Mar-21,2021,Rainy,Coquillettidia venezuelensis,549,9147233,5405257,101.57,Roura meta-like virus 8 ,Roura meta-like virus 8  isolate GUY2126
HVT7HBGXH_Guyane-Roura-Mar-2021-Rainy-Coquillettidia-venezuelensis-3_S29,NODE_208_length_4857_cov_4.435828,Metaviridae,Guyane,Roura,Mar-21,2021,Rainy,Coquillettidia venezuelensis,400,5754063,5511613,72.57,Roura meta-like virus 8 ,Roura meta-like virus 8  isolate GUY2136
HVT7HBGXH_Guyane-Roura-Mar-2021-Rainy-Coquillettidia-venezuelensis-4_S30,NODE_254_length_5125_cov_8.707838,Metaviridae,Guyane,Roura,Mar-21,2021,Rainy,Coquillettidia venezuelensis,772,8455960,6645611,116.17,Roura meta-like virus 8 ,Roura meta-like virus 8  isolate GUY2148
HVT7HBGXH_Guyane-Roura-Mar-2021-Rainy-Coquillettidia-venezuelensis-5_S31,NODE_5_length_9197_cov_7.316089,Metaviridae,Guyane,Roura,Mar-21,2021,Rainy,Coquillettidia venezuelensis,1259,6432865,4616589,272.71,Roura meta-like virus 8 ,Roura meta-like virus 8  isolate GUY2156
HG3VVBGXF_Guyane-Roura-Rainy-Coquillettidia-venezuelensis-1_S17,NODE_3979_length_1000_cov_2.942826,Metaviridae,Guyane,Roura,Mar-19,2019,Rainy,Coquillettidia venezuelensis,80,3474788,2821303,28.36,Roura meta-like virus 9 ,Roura meta-like virus 9  isolate GUY592
HVT7HBGXH_Guyane-Roura-Mar-2021-Rainy-Coquillettidia-venezuelensis-3_S29,NODE_4057_length_1591_cov_3.326087,Metaviridae,Guyane,Roura,Mar-21,2021,Rainy,Coquillettidia venezuelensis,180,5754063,5511613,32.66,Roura meta-like virus 9 ,Roura meta-like virus 9  isolate GUY2137
HVT7HBGXH_Guyane-Roura-Mar-2021-Rainy-Coquillettidia-venezuelensis-4_S30,NODE_237_length_5245_cov_4.085847,Metaviridae,Guyane,Roura,Mar-21,2021,Rainy,Coquillettidia venezuelensis,459,8455960,6645611,69.07,Roura meta-like virus 9 ,Roura meta-like virus 9  isolate GUY2149
HVLJHBGXH_Madagascar-Amparafaravola-Oct-2020-Dry-Culex-antennatus-2_S19,NODE_11_length_5430_cov_10.910958,Dicistroviridae,Madagascar,Amparafaravola,Oct-20,2020,Dry,Culex antennatus,1340,7154111,3879903,345.37,Amparafaravola dicistro-like virus 1 ,Amparafaravola dicistro-like virus 1  isolate MAD1393
HGJMGBGXG_Madagascar-Amparafaravola-Aug-2019-Dry-Cx-antennatus-3_S61,NODE_10_length_4697_cov_3.594507,Metaviridae,Madagascar,Amparafaravola,Aug-19,2019,Dry,Culex antennatus,443,4937176,2035714,217.61,Amparafaravola meta-like virus 12 ,Amparafaravola meta-like virus 12  isolate MAD679
HGJMGBGXG_Madagascar-Amparafaravola-Feb-2019-Rainy-Culex-antennatus-1_S5,NODE_19_length_4477_cov_3.898728,Metaviridae,Madagascar,Amparafaravola,Feb-19,2019,Rainy,Culex antennatus,1474,8496510,2646772,556.9,Amparafaravola meta-like virus 12 ,Amparafaravola meta-like virus 12  isolate MAD724
HGJMGBGXG_Madagascar-Amparafaravola-Feb-2019-Rainy-Culex-antennatus-2_S6,NODE_61_length_4437_cov_15.716774,Metaviridae,Madagascar,Amparafaravola,Feb-19,2019,Rainy,Culex antennatus,1522,11088439,5442096,279.67,Amparafaravola meta-like virus 12 ,Amparafaravola meta-like virus 12  isolate MAD731
HGJMGBGXG_Madagascar-Amparafaravola-Feb-2019-Rainy-Culex-antennatus-3_S7,NODE_23_length_4601_cov_8.123012,Metaviridae,Madagascar,Amparafaravola,Feb-19,2019,Rainy,Culex antennatus,882,4922841,2529025,348.75,Amparafaravola meta-like virus 12 ,Amparafaravola meta-like virus 12  isolate MAD734
HVT7HBGXH_Madagascar-Amparafaravola-Feb-2020-Rainy-Culex-antennatus-1_S70,NODE_51_length_4437_cov_15.062786,Metaviridae,Madagascar,Amparafaravola,Feb-20,2020,Rainy,Culex antennatus,1348,6412269,3834827,351.52,Amparafaravola meta-like virus 12 ,Amparafaravola meta-like virus 12  isolate MAD2283
HVT7HBGXH_Madagascar-Ambato-Boeny-Feb-2020-Rainy-Culex-antennatus-1_S45,NODE_40_length_1532_cov_10320.715559,Partitiviridae,Madagascar,Ambato Boeny,Feb-20,2020,Rainy,Culex antennatus,208362,7175539,4645344,44853.94,Atrato Partiti-like virus 4 ,Atrato Partiti-like virus 4  isolate MAD2229
HVT7HBGXH_Madagascar-Ambato-Boeny-Feb-2020-Rainy-Culex-antennatus-2_S46,NODE_78_length_1507_cov_401.177127,Partitiviridae,Madagascar,Ambato Boeny,Feb-20,2020,Rainy,Culex antennatus,8401,8427508,2986919,2812.6,Atrato Partiti-like virus 4 ,Atrato Partiti-like virus 4  isolate MAD2232
HVT7HBGXH_Madagascar-Ambato-Boeny-Feb-2020-Rainy-Culex-antennatus-3_S47,NODE_107_length_1504_cov_62.137666,Partitiviridae,Madagascar,Ambato Boeny,Feb-20,2020,Rainy,Culex antennatus,1316,9119585,4666203,282.03,Atrato Partiti-like virus 4 ,Atrato Partiti-like virus 4  isolate MAD2237
HKVWCAFX2_Madagascar-Ambato-Boeny-Feb-2019-Rainy-Culex-antennatus-2_S7,NODE_19_length_3550_cov_3783.788611,Chrysoviridae,Madagascar,Ambato Boeny,Feb-19,2019,Rainy,Culex antennatus,203359,6402522,3692791,55069.19,Chrysoviridae sp. ,Chrysoviridae sp.  isolate MAD850
